ID,Comune,Provincia,Tipologia,Nome,Via,Citta,CAP,mail,Telefono
593,49012,49,Ristorante,"Ristorante ""il Peccato""","Corso V.emanuele Ii, 64",Piombino,57025,il-peccato@hotmail.it,0565  31263
594,49012,49,Ristorante,"Ristorante ""al Baccanale""","Via Xx Settembre, 20",Piombino,57025,albaccanale@gmail.com,0565  222039
595,49012,49,Ristorante,Osteria Da Balestra,"Piazza Umberto I, 4",Piombino,57025,dabalestra@quimaremma.it,0565  220113
596,49012,49,Ristorante,Trattoria Da Luca,"Via Costa, 14",Piombino,57025,trattoria.daluca@live.it,0056  5221633-3209519235
597,49012,49,Bottega,Da Rosa,"Piazza Gramsci, 3",Piombino,57025,79lele@gmail.com,0565  30389
598,49012,49,Ristorante,"Ristorante ""la Baracchina""",Località Carlappiano Spiaggia,"Carlappiano, Piombino",57025,nencinivania@gmail.com,0335  6912742
599,49012,49,Bottega,La Latteria,"Via Petrarca, 144",Piombino,57025,Indirizzo posta elettronica non fornito,0333  9592333
600,49012,49,Ristorante,Osteria L'ubaldino,"Via B. Cellini, 61",Piombino,57025,Indirizzo posta elettronica non fornito,0056  534358-3383555219
601,49012,49,Bottega,Medda Norcineria Pizzicheria,"Via Petrarca, 51",Piombino,57025,Indirizzo posta elettronica non fornito,0
602,49012,49,Ristorante,"Ristorante ""lo Scoglietto""","Via C. Pisacane, 118",Piombino,57025,rist.scoglietto@tiscali.it,0565  30594
603,49012,49,Ristorante,"Ristorante ""la Sirena""","L.mare Marconi, 5",Piombino,57025,Indirizzo posta elettronica non fornito,0565  226563
604,49012,49,Ristorante,Calamoresca,Golfo Calamoresca Salivoli,"Salivoli, Piombino",57025,calamorescabeach@gmail.com,0565  42029
605,49012,49,Bottega,La Madia Toscana,Via Bachelet 27/1,Piombino,57025,info@lamadiatoscana.it,0565  262798
606,49012,49,Ristorante,Enoteca Di Via Mozza,"Via Mozza, 6",Piombino,57025,info@enotecaviamozza.it,0565  225322
607,49012,49,Ristorante,"Ristorante ""la Perla""",Baratti 74, Piombino,57025,Indirizzo posta elettronica non fornito,0565  29529
608,49012,49,Ristorante,La Lega Navale,Piazzetta Del Porticciolo Nr 3,"Marina, Piombino",57025,info@laleganavale.com,0056  5173000783471629000
609,49012,49,Ristorante,"Ristorante ""demos""",Località Baratti 73,"Baratti 73, Piombino",57025,Indirizzo posta elettronica non fornito,0565  29519
610,49012,49,Ristorante,I Tretruschi,Località Baratti Presso Parco Archeologico Di Baratti,"Baratti, Piombino",57025,itretruschi@gmail.com,0345  4437940
611,49001,49,Ristorante,Casa Di Caccia,Via Del Mare 40,"Marina Di Bibbona, Bibbona",57020,info@campingcasadicaccia.com,0586  600000
612,49001,49,Ristorante,Il Bolognese Da Sauro,Via Dei Cavalleggeri Nord 38,Bibbona,57020,Indirizzo posta elettronica non fornito,0586  600205
613,49001,49,Ristorante,I Melograni,Via Dei Cavalleggeri Nord,"Marina Bibbona, Bibbona",57023,info@studiociarciaulivieri.it,0586  600244
614,49001,49,Ristorante,Aragosta,Via Cavalleggeri 82,"Marina Di Bibbona, Bibbona",57020,rist.aragosta@gmail.com,0586  600017
615,49001,49,Ristorante,La Carabaccia,Via Della Camminata Ovest,Bibbona,57020,lacarabaccia@lacarabaccia.it,0+39  0586670370-+393891697101
616,49001,49,Bottega,Salvadori Rita,Podere I Boccioni,Bibbona,57020,info@biopeperita.it,0348  5500796
617,49001,49,Ristorante,Osteria Dei Messeri,"Via Roma, 7",Bibbona,57020,katiaminuti@yahoo.it,0586  .670327
618,49002,49,Bottega,Prima Qualità,"Via Indipendenza, 73",Campiglia Marittima,57021,Indirizzo posta elettronica non fornito,0328  .1189685
619,49002,49,Ristorante,Osteria Il Coppo,Via Indipendenza 96/98,"Venturina, Campiglia Marittima",57021,ilcoppo.giacomo@libero.it,0334  5055451
620,49002,49,Ristorante,Da Andrea,Via Indipendenza 254,"Venturina, Campiglia Marittima",57021,Indirizzo posta elettronica non fornito,0+39  0565853228
621,49002,49,Ristorante,"Ristorante ""il Calidario""","Via Del Bottaccio, 38",Campiglia Marittima,57021,calidario@calidario.it,0565  851240
622,49002,49,Ristorante,Osteria Il Vecchio Borgo,"Via Aurelia Nord, 39",Campiglia Marittima,57021,vecchioborgo39@tiscali.it,0565  846620
623,49002,49,Ristorante,"Ristorante ""la Tavernetta""","Piazza Della Repubblica, 2",Campiglia Marittima,57021,info@latavernettaristorante.it,0565  838853
624,48017,48,Ristorante,Bioveggy,Via Erbosa 12r,Firenze,50100,info@bioveggy.it,0333  8359787
625,48006,48,Ristorante,Il Campigiano,"Via Guido Guinizelli, 17",Campi Bisenzio,50013,info@ilcampigiano.it,0558  979432
626,48006,48,Ristorante,Ristorante Klass Florence,"Via Guido Guinizelli, 17",Campi Bisenzio,50013,info@klassristorante.it,0558  966443
627,48011,48,Ristorante,Ps Ristorante,Via Pianello Val Tidone 41,Cerreto Guidi,50050,info@ps-ristorante.it,0571  559242
628,49003,49,Ristorante,"Ristorante ""bologna""","Via Case Nuove, 71","Marina Di Campo, Campo Nell'elba",57034,ristorantebologna@elbalink.it,0565  976105
629,49003,49,Ristorante,Il Cacciucco 2010,Piazza Cavour 10,"Marina Di Campo,",57034,reginavittoria@alice.it,0565  976489
630,49003,49,Ristorante,Ristorante L'approdo,"Via Marconi, 10",Campo Nell’elba,57034,Indirizzo posta elettronica non fornito,0565  977459
631,49003,49,Ristorante,Osteria Del Ghirlo Grigio,"Via Giovanni Xxiii La Pila, 1","La Pila,",57034,Indirizzo posta elettronica non fornito,0565  977514
632,49003,49,Ristorante,Osteria Pizzeria Cacio &vino,Via Della Porta 12,"San Piero In Campo, Campo Nell'elba",57034,maslut655@gmail.com,0338  4051444
633,49003,49,Bottega,Elba Nostrale,Via Della Porta 9,"San Piero In Campo, Campo Nell'elba",57034,bluelba@gmail.com,0565  983387
634,49003,49,Bottega,Elba Nostrale,Piazza Di Chiesa 1 San Piero,"San Piero In Campo, Campo Nell'elba",57034,bluelba@gmail.com,0056  5983387cell.3296197454
635,47007,47,Ristorante,Nonna Tina,"Via Sovvigno, 101","Casore Del Monte, Marliana",51010,alberto-bertini@virgilio.it,0572  618022
636,47007,47,Ristorante,Locanda Zacco,"Via Mammianese, 49","Goraiolo, Marliana",51100,info@locandazacco.com,0057  2698028-3454429387
637,47011,47,Bottega,La Bottega Dell'oste,"Via Biscolla, 57",Montecatini Terme,51016,info@labottegadelloste.it,0572  913982
638,47011,47,Ristorante,Ristorante La Torre,Piazza Giusti 8,"Montecatini Alto, Montecatini Terme",51010,mbfirenze@gmail.com,0572  70650
639,47009,47,Ristorante,Poggio Degli Olivi,Via Montevettolini Cantagrillo 310/a,"Pozzarello, Monsummano Terme",51015,info@poggiodegliolivi.it,0572  617800
640,47009,47,Ristorante,"Ristorante Pizzeria La Cantina ""da Caino""","Via Picasso, 55","Vergine Dei Pini, Monsummano Terme",51015,dacaino@tiscali.it,0572  53173
641,47009,47,Ristorante,L'angolo Nascosto,Via Karl Marx N. 253,Monsummano Terme,51015,Indirizzo posta elettronica non fornito,0572  525297
642,47009,47,Bottega,Bar Rolando Di Fagni Antonietta Lisetta,Via Risorgimento 661/f,Monsummano Terme,51015,Indirizzo posta elettronica non fornito,0057  282772-3343144531
643,47009,47,Ristorante,La Foresteria,"Piazza Castello, 10","Monsummano Alto, Monsummano Terme",51015,info@ristorantelaforesteria.it,0572  520097
644,46018,46,Ristorante,Le Rotonde,"Via Del Porto, 15","Massaciuccoli, Massarosa",55050,info@lerotonde.it,0584  975439
645,46018,46,Ristorante,"Ristorante ""adriana""","Via Sarzanese, 1355","Bozzano, Massarosa",55054,massimobenassini@gmail.com,0584  93373
646,46018,46,Ristorante,Nara Ristorante,Via Sarzanese Sud 712,"Bozzano, Massarosa",55054,info@ristorantenara.it,0583  .93223
647,46018,46,Ristorante,Ristorante Nara,Via Sarzanese 712,"Bozzano, Massarosa",55054,info@ristorantenara.it,0058  493223-3356128572
648,46018,46,Ristorante,"Ristorante ""il Chiodo""","Via Sarzanese, 10",Massarosa,55054,info@ilchiodo.com,0584  93110
649,46005,46,Ristorante,Il Mattarello,Via Sandro Pertini N 4405,"Torcigliano, Camaiore",55041,antonio.barsaglini@tiscali.it,0058  4/951147o3356816311
650,46019,46,Ristorante,Pizzeria La Nina,Fraz. Gorfigliano,Minucciano,55034,Indirizzo posta elettronica non fornito,0583  610046
651,46019,46,Ristorante,Hotel Ristorante Belvedere,Via Statale 445 Località Passo Dei Carpinelli,"Casone / Carpinelli, Minucciano",55034,info@albergo-belvedere.it,0583  611066
652,46021,46,Bottega,Dispensa Toscana,Via Di Mazzone 1,"San Giuseppe, Montecarlo",55015,info@dispensatoscana.it,0583  1805152
653,46021,46,Ristorante,Enoteca Ristorante La Torre,Via Montecarlo 7,Montecarlo,55015,ristorante@fattorialatorre.it,0583  229495
654,46021,46,Ristorante,Forassiepi,Via Della Contea 1,Montecarlo,55015,pierantonio.pirozzi@gmail.com,0583  .229475
655,46021,46,Bottega,Club Enogastronomico Enoteca Lavagna - Museo Del Vino,Via Carmignani 12,Montecarlo,55015,enotecalavagna@fastwebnet.it,0+39  05831797017
656,46022,46,Ristorante,Ristorante Puccini,Via Meletoli 29,"Celle Dei Puccini, Pescaglia",55060,info@puccinirestaurant.it,0328  9279077
657,46024,46,Ristorante,Alex Ristorante Enoteca,"Via Versilia, 159","Marina Di Pietrasanta, Pietrasanta",55045,info@ristorantealex.it,0584  746070
658,46024,46,Ristorante,La Martinatica,Via Martinatica 20,Pietrasanta,55045,lamartinatica@gmail.it,0584  792534
659,46024,46,Ristorante,Ristorante Il Cerbero,Via Garibaldi N° 59,Pietrasanta,55045,riccardo_ru@yahoo.it,0058  4793637-3402302897
660,46024,46,Ristorante,Filippo,Via Stagi 22,Pietrasanta,55045,info@filippopietrasanta.it,0584  .7001
661,46024,46,Ristorante,Il 41,Via Stagio Stagi 41,Pietrasanta,55045,info@quarantunopietrasanta.com,0584  .772507
662,46024,46,Ristorante,"Ristorante ""la Volpe E L'uva""","Piazza Matteotti, 42",Pietrasanta,55045,osterialavolpeluva@hotmail.com,0584  72570
663,46025,46,Bottega,Macelleria Angiolini Luigi,"Via S.giovanni, 34",Pieve Fosciana,55036,Indirizzo posta elettronica non fornito,0583  666101
664,46025,46,Ristorante,Il Pozzo,"Via Europa, 2/a",Pieve Fosciana,55036,ristorante.ilpozzo@alice.it,0583  666380
665,46027,46,Bottega,"Azienda Agricola ""campavita"" Di Marovelli Divo","Via Provinciale,32 Villetta","0583612373, San Romano In Garfagnana",55038,macelleriamarovelli@virgilio.it,0583  612373
666,46027,46,Ristorante,"Ristorante ""la Greppia""","Via Parco Dell'orecchiella, 2","Orecchiella, San Romano In Garfagnana",55038,ristorantelagreppia@hotmail.it,0583  619018
667,46027,46,Ristorante,"Ristorante ""orecchiella""",Via Colletto,"Orecchiella, San Romano In Garfagnana",55038,risto.orecchiella.barone@virgilio.it,0583  619010
668,46033,46,Ristorante,La Carmencita Cafe',Piazza Giuseppe Mazzini N.29,Viareggio,55049,pasqualileonardo@tiscali.it,0584  945615
669,46033,46,Ristorante,Ristorante Locanda Degli Artisti,"Via Gramsci, 58",Viareggio,55049,Indirizzo posta elettronica non fornito,0584  1842242
670,46033,46,Ristorante,Ristorante Diesis,Viale Puccini 257,"Torre Del Lago, Viareggio",55049,risorantediesis@live.it,0584  582514
671,46033,46,Ristorante,La Perla,Viale Europa 51,Viareggio,55049,ristorantelaperla@legalmail.it,0584  .383109
672,46033,46,Ristorante,La Baracchina,"Viale Europa, Torre Del Lago Puccini","Torre Del Lago Puccini, Viareggio",55049,vallybolognini@hotmail.com,0388  7981676
673,46033,46,Ristorante,Nana Banana,Viale Europa 23,"Torre Del Lago, Viareggio",55048,info@nanabana.it,0584  .342108
674,46033,46,Ristorante,Ristorante Ippocampo,"Via Dei Pescatori, 41/42",Viareggio,55049,Indirizzo posta elettronica non fornito,0584  389038
675,46033,46,Ristorante,Kambusa,Via Coppino 409,"Darsena, Viareggio",55049,info@kambusaviareggio.com,0584  1842198
676,46033,46,Ristorante,Ristorante Lombardi,"Via Aurelia Sud, 127",Viareggio,55049,info@ristorantelombardi.it,0584  341044
677,46033,46,Ristorante,Chalet Del Lago,Piazzale Belvedere Puccini,"Torre Del Lago, Viareggio",55049,info@chaletdellago.it,0584  359830
678,46033,46,Ristorante,La Taverna Del Pirata,Viale Europa Snc,"Torre Del Lago, Viareggio",55049,claudioprowine@gmail.com,0584  .370507
679,46033,46,Ristorante,Officina Del Caffè,Via Fratti 334 Ang. Xx Settembre,Viareggio,55049,sede@officinadelcaffe.com,0584  582474
680,46033,46,Ristorante,"Ristorante ""gusmano""","Via Regia, 58",Viareggio,55049,Indirizzo posta elettronica non fornito,0584  31233
681,46033,46,Ristorante,"Ristorante ""adriano""","Via San Francesco, 75",Viareggio,55049,ristoranteadriano@virgilio.it,0584  30376
682,46033,46,Ristorante,Ristorante Da Pino,"Via Matteotti, 18",Viareggio,55049,info@ristorantepino.it,0584  961356
683,46033,46,Ristorante,Ristorante Da Stefano Di Zeribelli Stefano,"Via Matteotti, 21",Viareggio,55049,omarzeribelli@gmail.com,0584  31009
684,46033,46,Ristorante,Osteria Delanena,Via Felice Cavallotti N 101,Viareggio,55049,claudio.romani62@gmail.com,0584  631585
685,46033,46,Ristorante,La Taverna Dell'assassino,"Viale Manin, 1",Viareggio,55049,patriziapacini@mail.it,0058  4/45011
686,46033,46,Ristorante,Caffetteria Pardini,Via Cesare Battisti N° 139,Viareggio,55049,info@caffetteriapardini.it,0349  7103745
687,46033,46,Ristorante,La Ghenga Hosteria Pizzeria Smed Srl,"Via Verdi, 95 Angolo Via Paolina",Viareggio,55049,laghengavg@hotmail.it,0584  581908
688,46033,46,Bottega,Enoteca Bottiglieria Lucchesi,Via Cairoli N.95,Viareggio,55049,alucchesi@tin.it,0584  46173
689,46033,46,Ristorante,8 Etti Osteria,"Via Foscolo, 3",Viareggio,55049,info@8etti.it,0584  .45085
690,46033,46,Ristorante,L'albero Del Mare,Via Paolina Bonaparte 215,Viareggio,55049,alberodelmare@gmail.com,0584  943717
691,46033,46,Bottega,Idea Vino,"Via Fratti, 334",Viareggio,55049,info@officinadelcaffe.com,0584  582474
692,46033,46,Ristorante,Antica Locanda Da Luca,"Via Buonarroti, 63",Viareggio,55049,info@hotelpinoblu.it,0584  961003
693,46033,46,Ristorante,La Posteria,Via Fratti 386,Viareggio,55049,sfederica@inwind.it,0584  .49788
694,46033,46,Ristorante,Rotonda Del Gusto,Via Monte Matanna 1,Viareggio,55049,samuel.arbace@gmail.com,0584  1645239
695,46033,46,Ristorante,Afrodite,Viale Carducci 76,Viareggio,55049,info@hotelapolloversilia.it,0584  1840440
696,46033,46,Ristorante,Bagno Lelia,Terrazza Della Repubblica 21,"Città Giardino, Viareggio",55049,info@bagnolelia.it,0584  50006
697,46033,46,Ristorante,Wine Club Enoteca,"Via M. Polo, 139",Viareggio,55049,wineclubenotecadipiazza@gmail.com,0584  56240
698,46033,46,Ristorante,Osteria Di Burlamacco,Cittadella Del Carnevale Via Santa Maria Goretti,"Cittadella Del Carnevale, Viareggio",55049,gianni@gurucommunicatione.com,0584  371281
699,46015,46,Bottega,Centrofrutta Di Righini Alina,"Via Santa Maria, 5",Gallicano,55027,Indirizzo posta elettronica non fornito,0583  730166
700,46034,46,Bottega,Panificio Giusti & Flosi,"Via Umberto I, 12",Villa Basilica,55019,Indirizzo posta elettronica non fornito,0572  406020
701,47001,47,Ristorante,Albergo Ristorante Alpino,"Via Pian Di Novello, 6",Abetone,51021,alpino@abetone.com,0573  673062
702,47001,47,Ristorante,Albergo Ristorante Primula,"Via Brennero, 195",Abetone,51021,albergoprimula@abetone.com,0573  60108
703,47001,47,Ristorante,Ristorante La Capannina,"Via Brennero, 520",Abetone,51021,ducciomiriam@tiscali.it,0573  60562
704,47001,47,Ristorante,Albergo Ristorante Regina,Via Uccelliera 5/7,Abetone,51021,info@albergoregina.com,0057  3.60007-0573.60257
705,47002,47,Bottega,La Bottega Del Vino,Via Matteotti 45,Agliana,51031,bottegadelvino@fastwebnet.it,0392  5137321
706,47002,47,Bottega,Tesi Fauro,"Via Garibaldi, 21",Agliana,51031,Indirizzo posta elettronica non fornito,0574  751092
707,47002,47,Bottega,Pasticceria Panetteria Tripoli,Via Garibaldi 21,"0574 751092, Agliana",51031,Indirizzo posta elettronica non fornito,0574  751092
708,47003,47,Ristorante,Taverna Del Vin Vino,"Piazza Mercato Bestiame, 30","Borgo A Buggiano, Buggiano",51011,onlymanuel@libero.it,0572  33340
709,47003,47,Ristorante,"Ristorante ""antico Colle""","Piazza Cavour, 10","Il Colle, Buggiano",51011,Indirizzo posta elettronica non fornito,0572  30671
710,47004,47,Ristorante,Osteria,"Via Roma, 6",Cutigliano,51024,osteria.cutigliano@yahoo.it,0573  68638
711,47004,47,Ristorante,Trattoria Da Fagiolino,"Via Carega, 1",Cutigliano,51024,luigiinnocenti@tiscali.it,0573  68014
712,47004,47,Ristorante,Ristorante Silvio - La Storia A Tavola,"Via Brennero, 181/183","Pianosinatico, Cutigliano",51024,ircvan@tin.it,0573  629204
713,47005,47,Bottega,Enoteca La Cantina Pinta,Via V. Vitoni 54,Lamporecchio,51035,info@lacantinapinta.it,0573  803246
714,47005,47,Bottega,Bottega La Toscana,Via Montalbano 81/83,"San Baronto, Lamporecchio",51035,bottega@fornolatoscana.it,0573  88041
715,47005,47,Ristorante,Osteria Pizzeria Victoria,"Via Montalbano, 43","San Baronto, Lamporecchio",51035,pizzeriavictoria@gmail.com,0573  88032
716,47006,47,Bottega,Enoteca Bonfanti,Piazza V. Veneto 145,Larciano,51036,enotecabonfanti@tiscali.it,0573  838691
717,47006,47,Ristorante,"Ristorante ""il Colono""","Via Bartolini, 500","Castelmartini, Larciano",51036,info@ilcolono.it,0573  84377
718,47006,47,Ristorante,"Ristorante ""il Marzocco""","Via Pucci, 44","Larciano Castello, Larciano",51036,marzoccoristorante@gmail.com,0573  83147
719,46017,46,Ristorante,Ristorante Da Carlos,Via Nuova Per Pisa N° 5901,Lucca,55011,larybaston@yahoo.it,0058  3/56521-340/8757860
720,50031,50,Ristorante,Ristorante Il Foro,"Via Carlo Barsotti,21",San Giuliano Terme,56017,giacomo.01@hotmail.it,0050  817363-3477159086
721,46017,46,Ristorante,"Antica Trattoria Stefani Da ""benedetto""",Via Borgo S.lorenzo A Vaccoli,"S. Lorenzo A Vaccoli, Lucca",55100,info@trattoriastefani.it,0583  379031
722,46017,46,Ristorante,Antica Osteria Di Meati,"Via Della Chiesa, 1237","Meati, Lucca",55100,patrica@tele2.it,0583  510373
723,46017,46,Bottega,Alilmentari Tambellini Roberto E Gabriella,"Viale S. Concordio, 350",Lucca,55100,Indirizzo posta elettronica non fornito,0058  3496276-0583316659
724,46017,46,Ristorante,Pio Osteria Storica Morianese,Via Prov.le Morianese 2964,"San Quirico Di Moriano, Lucca",55100,osteriapio@gmail.com,0348  0533233
725,46017,46,Bottega,Food And Wine Pio,Via Prov.le Morianese 2964,"San Quirico Di Moriano, Lucca",55100,francescocolucci.lu@gmail.com,0348  0533233
726,46017,46,Ristorante,Caffé Delle Mura,Piazzale Vittorio Emanuele 2,Lucca,55100,info@ristoranteanticocaffedellemuralucca.it,0583  .464552
727,46017,46,Ristorante,Ristorante Celide,Viale Giusti N° 7,Lucca,55100,info@ristorante-celide.it,0583  469261
728,46017,46,Ristorante,Giglio,"Piazza Del Giglio, 2",Lucca,55100,info@ristorantegiglio.com,0583  494058
729,46017,46,Ristorante,Ristorante San Colombano,"Baluardo S. Colombano, 10 - Mura Urbane",Lucca,55100,info@caffetteriasancolombano.it,0583  464641
730,46017,46,Ristorante,Girovita,Piazza Antelminelli N° 2,Lucca,55100,galleriavannucci@gmail.com,0058  3469412-349/8085064
731,46017,46,Ristorante,Ristorante Il Teatro,"Piazza Napoleone, 25",Lucca,55100,Indirizzo posta elettronica non fornito,0583  493740
732,46017,46,Bottega,Il Cuore Lucca Srl,"Via Del Battistero, 2",Lucca,55100,info@ilcuorelucca.it,0058  3493196-0583495425
733,46017,46,Ristorante,Antica Locanda Dell'angelo,"Via Pescheria, 21",Lucca,55100,mail@anticalocandadellangelo.com,0583  .467711
734,46017,46,Bottega,Vineria Dolce Vita,Via Santa Croce 79,"Centro Storico, Lucca",55100,dolcevitaiborghi@hotmail.com,0329  253103
735,46017,46,Ristorante,Buca Di S. Antonio,"Via Della Cervia, 3",Lucca,55100,info@bucadisantantonio.com,0583  55881
736,46017,46,Ristorante,Cantine Bernardini,"Via Del Suffragio, 7",Lucca,55100,info@cantinebernardini.com,0583  494336
737,46017,46,Ristorante,Gli Orti Di Via Elisa,"Via Elisa, 17",Lucca,55100,info@ristorantegliorti.it,0583  491241
738,46017,46,Ristorante,"Rusticanella 2 ""da Luca""","Via S.paolino, 32",Lucca,55100,info@rusticanella2.it,0583  55383
739,46017,46,Ristorante,Bastian Contrario Osteria,Via San Paolino 69,Lucca,55100,info@bastiancontrariosteria.it,0583  53403
740,46017,46,Ristorante,Osteria Tosca,"Piazza Cittadella, 8",Lucca,55100,info@osteriatosca.com,0058  3316038o3393488911
741,46017,46,Ristorante,Ristorante Puccini,"Corte S. Lorenzo, 1",Lucca,55100,info@ristorantepuccini.com,0583  406055
742,46017,46,Bottega,Alimentari Da Piero,Viale Puccini 125,"0583 511649, Lucca",55100,Indirizzo posta elettronica non fornito,0583  511649
743,46017,46,Ristorante,Locanda Di S.andrea,"Via S.andrea, 8",Lucca,55100,info@locandasandrea.com,0583  496359
744,46017,46,Bottega,La Grotta Di Calderia,Via Calderia 18,"Centro Storico Lucca, Lucca",55100,lagrottadicalderia@gmail.com,0583  .49694
745,46017,46,Ristorante,Pult,Via Fillungo42,Lucca,55100,info@pult.it,0583  .495632
746,46017,46,Ristorante,Scusa Ameri,"Viale Castracani, 98",Lucca,55100,Indirizzo posta elettronica non fornito,0583  954366
747,46017,46,Ristorante,Da Leo Trattoria,Via Tegrimi 1,Lucca,55100,trattoriadaleo@gmail.com,0583  .492236
748,46017,46,Ristorante,Da Gigi,Piazza Del Carmine 7,Lucca,55100,trattoriadagigi@gmail.com,0583  .467266
749,46017,46,Ristorante,La Corte Da Dino,Via Dei Bollori 651,"Santa Maria A Colle, Lucca",55100,info@ristorantelacortedadino.com,0583  .548043
750,46017,46,Ristorante,Amici Miei,Via Santa Maria 1357,Lucca,55100,Indirizzo posta elettronica non fornito,0583  .370223
751,46017,46,Bottega,Le Delicatezze Di Isola Roberto,"Via S.giorgio, 5/7",Lucca,55100,delicatezzesnc@ticertifica.it,0583  492633
752,46017,46,Ristorante,Osteria  San Giorgio,"Via San Giorgio, 26",Lucca,55100,osteriasangiorgio@alice.it,0583  953233
753,46017,46,Bottega,Ceramisti D'arte Snc Di Seardo & Falchi,Via Mordini 78,Lucca,55100,info@ceramistidarte.it  - www.ceramistidarte.it,0
754,46017,46,Ristorante,Ammodonostro,Via Della Fratta 20/22,Lucca,55100,ammodonostro@outlook.it,0583  953828
755,46017,46,Ristorante,"Ristorante ""antico Sigillo""","Via Degli Angeli, 13",Lucca,55100,anticosigillo@alice.it,0583  91042
756,46017,46,Ristorante,La Bottega Dell' Oste,Via Della Fratta N° 21,Lucca,55100,labottegadellostelucca@gmail.com,0058  3-493462
757,46017,46,Ristorante,K2 Ristorante Pizzeria,"Via Dell'anfiteatro, 107",Lucca,55100,info@ristorantek2.it,0583  467170
758,46017,46,Ristorante,L' Oste Di Lucca,Corte Compagni N° 2,Lucca,55100,info@lostedilucca.it,0058  3491126-3401448593
759,46017,46,Bottega,Toscana Tipica,"Piazza Anfiteatro, 21",Lucca,55100,info@toscanatipica.com,0583  91119
760,46017,46,Ristorante,Osteria Dal Manzo,"Via Cesare Battisti, 28",Lucca,55100,Indirizzo posta elettronica non fornito,0583  490649
761,46017,46,Ristorante,Mecenate A Lucca - Antica Tintoria Verciani,Via Del Fosso 94,Lucca,55100,info@ristorantemecenate.it,0583  512167
762,46017,46,Ristorante,3 Merli Locanda,"Via Dell'anfiteatro, 15",Lucca,55100,info@3merli.eu,0583  .49734
763,46017,46,Ristorante,Osteria Baralla,"Via Anfiteatro, 5/7/9",Lucca,55100,info@osteriabaralla.it,0583  440240
764,46017,46,Bottega,La Grotta,"Via Anfiteatro, 2",Lucca,55100,info@alimentarilagrotta.com,0058  3467595-058348346
765,46017,46,Bottega,La Cacioteca,"Via Fillungo, 242",Lucca,55100,lacaciotecadinardigiovanna@libero.it,0583  496346
766,46017,46,Bottega,Giurlani,Via Fillungo 239,Lucca,55100,veronica.delia8@gmail.com,0583  .496233
767,46017,46,Bottega,Giurlani Graziana Snc,"Via Fillungo, 239/241","0583 496233, Lucca",55100,Indirizzo posta elettronica non fornito,0583  496233
768,46017,46,Ristorante,Osteria Miranda,Via Della Cavallerizza,Lucca,55100,delcortoluc@virgilio.it,0583  .952731
769,46017,46,Ristorante,Vecchi Sapori Della Lucchesia,Via Sarzanese 55,Lucca,55100,giorgio.fabbri@email.it,0583  .1712818
770,46017,46,Ristorante,"Ristorante ""la Quercia""",Via Del Brennero,"S.maria Del Giudice, Lucca",55100,info@ristorantelaquercia.com,0583  378138
771,46017,46,Ristorante,Butterfly,S.s 192 Del Brennero,"Marlia, Lucca",55100,info@ristorantebutterfly.it,0583  .307573
772,46017,46,Ristorante,Osteria Del Bamboro,"Via S. Alessio, 903/g","Monte S. Quirico, Lucca",55100,info@bamboro.it,0583  331432
773,46017,46,Ristorante,La Fenice Morianese,Via Di Moriano 4600,"S.cassiano Di Moriano, Lucca",55100,lafenicemorianese@live.it,0058  3578786-3421823829
774,46017,46,Bottega,Food And Wine,Via Morianese 2966,"San Quirico Di Moriano, Lucca",55100,colucci.lu@alice.it,0348  0533233
775,46017,46,Ristorante,Villa Volpi,Via Di Mastiano E Gugliano 47,"Mastiano, Lucca",55100,info@hotelvillavolpi.com,0583  578811
776,46017,46,Ristorante,Erasmo,Via Nazionale 1782,"Ponte A Moriano, Lucca",55100,ristoranteerasmo@alice.it,0583  .406362
777,50002,50,Ristorante,"Ristorante ""la Grotta""","Via Rio Magno, 33",Buti,56032,grottabuti@katamail.com,0587  724660
778,50002,50,Ristorante,Villa Dei Limoni,Rio Magno 63,Buti,55032,info@villalimonibuti.it,0587  352711
779,50003,50,Ristorante,"Ristorante ""il Barrino""","Via F. Ruschi, 6/10",Calci,56011,info@ilbarrino.com,0509  38060
780,50003,50,Ristorante,La Vecchia Pieve,Via F. Ruschi 26/28,Calci (pisa),56032,canualessio@interfree.it,0
781,50004,50,Bottega,Zanobini Caffetteria Pasticceria,Via Della Botte 12 B,Calcinaia,56012,info@zanobinipasticceria.it,0587  421733
782,53011,53,Ristorante,Agriturismo Il Melograno Di Banditella,"Strada Banditella 1, N.26","Alberese, Grosseto",58100,info@agriturismoilmelograno.eu,0339  8756919
783,53011,53,Ristorante,"Ristorante ""brezzi""","Via 24 Maggio, 38","Marina Di Grosseto, Grosseto",58100,Indirizzo posta elettronica non fornito,0564  34447
784,53011,53,Ristorante,Gli Attortellati,"Strada Provinciale Trappola, 39",Grosseto,58100,gliattortellati@gmail.com,0056  4400059-3284572663
785,53011,53,Ristorante,Casa Livia,Strada Della Trappola - Via Aurelia Antica 50,Grosseto,58100,info@speronicatering.it,0564  24116
786,53011,53,Ristorante,La Tagliata,Via Dei Barberi 22 B,Grosseto,58100,pianetabio@libero.it,0O56  4/28369-3468592708
787,53011,53,Ristorante,Ai Bastioni,"Via Ximenes,43",Grosseto,58100,bastioni@hotmail.it,0564  29310
788,53011,53,Ristorante,Ristorante Enoteca L'uva E Il Malto,Via Mazzini 165,Grosseto,58100,ristouvaemalto@gmail.com,0564  411211
